Course No.,Course Title,Description,Attributes1,Attributes2,Autumn '18,Winter '18,Spring '18,Units,Instructor
CS 499,Advanced Reading and Research,Letter grade only. Advanced reading and research for CS graduate students. Register using the section number associated with the instructor. Prerequisite: consent of instructor. This course is for graduate students only. Undergraduate students should enroll in CS199.,"Terms: Aut, Win, Spr, Sum | Units: 1-15 | Repeatable for credit | Grading: Letter (ABCD/NP)","Instructors: Agrawala, M. (PI) ; Aiken, A. (PI) ; Altman, R. (PI) ...more instructors for CS 199P »",TRUE,TRUE,TRUE,1-15 ," Agrawala, M. (PI) ; Aiken, A. (PI) ; Altman, R. (PI) ...more instructors for CS 199P »"
CS 499P,Advanced Reading and Research,Graded satisfactory/no credit. Advanced reading and research for CS graduate students. Register using the section number associated with the instructor. Prerequisite: consent of instructor. This course is for graduate students only. Undergraduate students should enroll in CS199P.,"Terms: Aut, Win, Spr, Sum | Units: 1-15 | Repeatable for credit | Grading: Satisfactory/No Credit","Instructors: Hansen, D. (PI)",TRUE,TRUE,TRUE,1-15 ," Hansen, D. (PI)"
CS 522,Seminar in Artificial Intelligence in Healthcare,"Artificial intelligence is poised to make radical changes in healthcare, transforming areas such as diagnosis, genomics, surgical robotics, and drug discovery. In the coming years, artificial intelligence has the potential to lower healthcare costs, identify more effective treatments, and facilitate prevention and early detection of diseases. This class is a seminar series featuring prominent researchers, physicians, entrepreneurs, and venture capitalists, all sharing their thoughts on the future of healthcare. We highly encourage students of all backgrounds to enroll (no AI/healthcare background necessary). Speakers and more at shift.stanford.edu/healthai.",Terms: Aut | Units: 1 | Grading: Satisfactory/No Credit,"Instructors: Genesereth, M. (PI) ; Vogl, R. (PI)",TRUE,FALSE,FALSE,1 ," Genesereth, M. (PI) ; Vogl, R. (PI)"
CS 547,Human-Computer Interaction Seminar,Weekly speakers on human-computer interaction topics. May be repeated for credit.,"Terms: Aut, Win, Spr | Units: 1 | Repeatable for credit | Grading: Satisfactory/No Credit","Instructors: Fedkiw, R. (PI)",TRUE,TRUE,TRUE,1 ," Fedkiw, R. (PI)"
CS 549,Human-Computer Interaction in the Real World,"Intended for students who are pursuing a focus on HCI, this course focuses on showing students how HCI gets applied in industry across different types of companies. The course consists of on-site visits to large companies (for example Google, Yahoo, Square, Tesla) and to startups to talk to the HCI practitioners at these companies and learn first hand how HCI and design fits in at different companies. The objective of this class is to have students understand how HCI practitioners fit into organizations, the roles they play, and what skills they need in the real world to be able to do their magic.",Terms: Aut | Units: 1 | Grading: Satisfactory/No Credit,"Instructors: Agrawala, M. (PI) ; Bharat, K. (PI) ; Brenner, R. (PI)",TRUE,FALSE,FALSE,1 ," Agrawala, M. (PI) ; Bharat, K. (PI) ; Brenner, R. (PI)"
CS 571,Surgical Robotics Seminar (ME 571),"Surgical robots developed and implemented clinically on varying scales. Seminar goal is to expose students from engineering, medicine, and business to guest lecturers from academia and industry. Engineering and clinical aspects connected to design and use of surgical robots, varying in degree of complexity and procedural role. May be repeated for credit.",Terms: Win | Units: 1 | Repeatable for credit | Grading: Satisfactory/No Credit,"Instructors: Gregg, C. (PI)",FALSE,TRUE,FALSE,1 ," Gregg, C. (PI)"
CS 581,Media Innovation,"This course will introduce students interested in computer science, engineering, and media to what¿s possible and probable when it comes to media innovation. nnSpeakers from multiple disciplines and industry will discuss a range of topics in the context of evolving media with a focus on the technical trends, opportunities and challenges surfacing in the unfolding media ecosystem. Speakers will underscore the need to innovate to survive in the media and information industries. Open to both undergraduates and graduate students.",Terms: Aut | Units: 1 | Grading: Satisfactory/No Credit,"Instructors: Borenstein, J. (PI)",TRUE,FALSE,FALSE,1 ," Borenstein, J. (PI)"
CS 801,TGR Project,"Terms: Aut, Win, Spr, Sum | Units: 0 | Repeatable for credit | Grading: TGR","Instructors: Aiken, A. (PI) ; Altman, R. (PI) ; Baker, M. (PI) ...more instructors for CS 801 »","Instructors: Borenstein, J. (PI)",FALSE,FALSE,FALSE,0," Borenstein, J. (PI)"
CS 802,TGR Dissertation,"Terms: Aut, Win, Spr, Sum | Units: 0 | Repeatable for credit | Grading: TGR","Instructors: Aiken, A. (PI) ; Akeley, K. (PI) ; Altman, R. (PI) ...more instructors for CS 802 »","Instructors: Olukotun, O. (PI)",FALSE,FALSE,FALSE,0," Olukotun, O. (PI)"
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
,,,,,FALSE,FALSE,FALSE,,
